network_type,device_os,platform,bearer_type,geo_coordinates,is_roaming,phone_number,device_type,user_id,msisdn,event_time,action,os_type,os_version,cell_location,transaction_id,event_name,is_fraud,event_type,event_id,terminal_model,tracking_id,home_network,session_id,service_action,connection_type,timestamp,position,access_technology,subscriber_id,roaming_active,device_model,handset,roaming_status,location,log_time,recorded_at
,iOS 16,,2G,,True,,,,4745101069876,2023-05-15T02:11:37.000Z,SIM switch,,,,128f3e55-20b4-4c9c-828e-0aea1a10bf56,,False,,,,,,,,,,,,,,,Oppo F21,,"-39.1418,48.3032",,
,,,,,,,,3343436261486,,,,Android 13,,"20.3004,-6.9028",,,False,,,Pixel 6,,True,71ae0dae-0791-4ec9-a46b-cfd537822c08,power_on,,,,4G,,,,,,,,1700584816
,,,,"-71.2328,-73.7070",True,,,,,,,,iOS 16,,,,False,,,,6f49e672-c37f-4dd2-970a-7fbb322b1f24,,,,,,,3G,1372400736481,,OnePlus 10,,,,07/05/2023 08:58:34,
5G,,,,,True,,,,,,,,iOS 16,,,,False,,,,,,,location_change,,,,,3855002772741,,,Oppo F21,,"-84.1710,-7.9481",,1687604640
,,Android 11,,"48.2502,-107.9697",,2116821978677,iPhone 13,,,05/20/2023 21:21:48,,,,,,,False,,,,37e43f52-0fa4-4624-b0f7-51db23d562d8,,,SIM switch,,,,WiFi,,,,,True,,,
,,,,,,,,,,2023-11-15 10:07:30,,,,,,power_on,False,,,,89041b70-5e41-4a0c-873e-c1737a50e5c8,,,,,,"-62.2486,-14.3239",3G,1835775761775,,,OnePlus 10,False,,,
2G,,,,,False,9407296658453,,,,24/11/2023 09:49:09,,,Android 13,"-6.6020,-22.4560",,power_on,False,,,,80f78f3d-ac94-45ed-87f0-e583deba09a7,,,,,,,,,,,iPhone 14,,,,
2G,,,,"-39.2193,22.6052",,,,,,,,,iOS 15,,2431e644-3739-4f2c-8f6c-bd79ba32ec4e,,False,,,,,,,SIM switch,,,,,9196717942379,,,iPhone 13,False,,,05/05/2023 02:30:01
,,,5G,,,,OnePlus 10,,3129357955473,,,Android 13,,"83.8321,166.2152",,,False,SIM switch,,,,,c4aff27f-f361-4806-a420-9b9c089cd81e,,,,,,,True,,,,,16/08/2023 21:35:41,
,,Android 11,,,,,,,,,,,,,b0b65877-5f5a-434e-bbb7-15c7d51d5903,,False,,,,,False,,power_on,2G,,"-5.8041,-65.5874",,2385518705846,,,Oppo F21,,,,2023-09-30T10:53:10.000Z
2G,,,,"52.0430,-2.9639",,,,,2608419921654,,,Android 13,,,,,True,,,Samsung Galaxy S22,1f86735a-b4a2-4724-bffe-7cebe8af7921,,,location_change,,,,,,,,,True,,,07/10/2023 09:23:59
,,,,,,6292847953660,Oppo F21,,,,SIM switch,,Android 11,,,,False,,8ebd137b-a589-41b6-a3a6-77c45e8181c7,,,False,,,3G,1696943233,"-87.6929,42.8117",,,,,,,,,
,,Android 13,,,,4732050583634,,,,,,,,"67.4677,-61.1148",,,False,,86c4bf37-6099-437c-bad9-f0c4f41f581c,,,,,power_on,,,,,,,,,False,,,12/29/2023 04:30:12
,,Android 12,,,,,,9960889066590,,2023-02-13 15:16:00,,,,,,power_on,True,,,,6ccf319b-edb2-4bc0-a2ee-56082c8684b8,,,,4G,,,,,True,,,,"63.0795,103.0062",,
,,,WiFi,,False,,OnePlus 10,,3134493702548,2023-04-19 18:13:19,,Android 13,,"-34.2426,-165.6286",,power_on,False,,,,,,15de8001-f397-4b88-ab22-07ab922b0e69,,,,,,,,,,,,,
,Android 13,,4G,,False,,,,7223519514719,,location_change,,,"74.2828,-142.5413",,,False,,,,,,,,,,,,,,Vivo V25,,,,,2023-11-12 15:21:48
2G,Android 13,,,,,,,,3827546582704,,app_launch,,,,,,False,,,Xiaomi Mi 11,,,5f4665b3-ffa5-4036-806a-5d29d1db2def,,,,,,,True,,,,"67.1852,20.9097",,2023-03-16 07:23:00
,,Android 11,,,True,1745882006085,Vivo V25,,,,location_change,,,"35.7961,39.5251",,,False,,,,27f3ca70-3947-4638-85fa-40e83eccaab2,,,,WiFi,2023-08-25 08:38:48,,,,,,,,,,
,,,,,,,,,,,power_on,iOS 15,,,,,False,,a666df2d-51e0-4368-9249-db8c96b98906,,,True,,,,,,4G,8920806293571,,Samsung Galaxy S22,,,"-36.9394,17.0507",08/01/2023 00:33:56,
WiFi,iOS 16,,,,,,,,,,,,,,,SIM switch,False,,,Oppo F21,,,c4b001e8-655f-4b9a-91b4-1d18f54c93f6,,,,"-11.2089,124.2332",,7932266959231,,,,False,,1686561499,
,,,,,,,,,4816255353078,25/01/2023 21:24:45,,,Android 11,"-19.1010,156.4767",,SIM switch,False,,706c9327-be59-4306-94d2-22c0aecdf6a9,,,False,,,,,,3G,,,Xiaomi Mi 11,,,,,
4G,,,,"-64.2016,-177.1945",,,,,,,SIM switch,Android 13,,,,,False,,df6e7128-9436-4251-a1f4-3aeab560dda5,Vivo V25,,False,,,,,,,4674942341180,,,,,,,2023-11-29T23:21:36.000Z
,Android 13,,5G,,,,,,,,,,,"26.2762,-35.1839",,,False,power_on,,,3d65b7cd-95af-41dc-b21e-9c394cfa556d,,,,,,,,3926568162397,,,Realme GT,True,,,2023-05-12T23:36:34.000Z
,,,4G,"57.4645,18.5291",,,,1335759129874,,,,,,,,,False,,,,f212fae5-a2f2-48f2-935b-78f26a374756,,,location_change,,2023-09-14 22:36:49,,,,2,,,,,,
,,,,"-11.0536,-120.5460",,,iPhone 13,,6896438205017,,,,iOS 16,,,location_change,False,,,,,False,3f8bf67d-5e52-44dc-b747-93e9815677cb,,,,,3G,,,,,,,,2023-07-11 12:46:43
,,,,"30.5693,-54.5329",,,Pixel 6,6848291618745,,,,,Android 11,,,,False,,e44cdeb4-e4fb-4a39-aed4-ee1331de63d9,,,,,SIM switch,,,,WiFi,,,,,False,,,2023-10-20 15:37:42
3G,Android 13,,,,,,,,7255289048424,05/01/2023 17:23:56,,,,"-80.0031,-146.6036",,SIM switch,False,,,,,,9c2df80d-1996-42e0-9d7c-d6dc39c49c84,,,,,,,,,Realme GT,True,,,
,,Android 12,3G,,,,Oppo F21,8844293078162,,,power_on,,,,,,True,,,,,,f698d16d-049e-457b-abd1-afad44af3553,,,,,,,True,,,,"-11.2305,-128.5567",,06/30/2023 15:37:09
2G,,Android 13,,,,,,,8669807908459,,location_change,,,,,,False,,,,d77f6171-cfc1-4b5f-951f-ca2ab38a21b2,,,,,,"80.7524,155.0298",,,False,,Pixel 7,,,02/01/2023 07:15:13,
,,,5G,,,,,3247864182498,,,,,iOS 16,,,SIM switch,False,,,,1b0664ba-f9c1-4cac-af50-2f4a16f974bb,True,,,,11/10/2023 05:09:00,"27.2355,-160.2111",,,,OnePlus 10,,,,,
,,,,,,,,,6429915602470,18/08/2023 23:42:21,,,,,,,False,SIM switch,,,,True,90047fd2-4171-45bb-8a77-1808eb274ba4,,,,,,,,,Xiaomi Mi 11,,,,
WiFi,Android 11,,,,,,,8247261522600,,02/26/2023 13:32:39,,,,"87.6085,174.8455",,,True,,6ea8e2e6-4202-4339-8e3a-bc55f1837091,,,,,power_on,,,,,,False,,,,,,
,,,3G,,,,,9500491176082,,2023-08-21T11:28:36.000Z,,,,"-43.2401,-159.7944",,,False,app_launch,,,,False,6fd47cd8-6176-46d0-8c44-efef1cc9fd4a,,,,,,,,,Realme GT,,,,
,,Android 12,4G,,True,,,9597376028687,,10/01/2023 23:04:58,power_on,,,,,,True,,91c578c4-709f-469d-9459-43b179f53515,,,,,,,,,,,,Oppo F21,,,"-43.0954,-12.5667",,
4G,,iOS 15,,,False,,OnePlus 10,,,10/03/2023 12:20:09,,,,,,,False,SIM switch,,,f09ef05e-f31a-42d3-8275-ed8d916d7f0d,,,,,,,,2692322520682,,,,,"39.4511,-42.7422",,
,Android 12,,,"-66.1037,152.0654",,5885255483546,,,,,,,,,,power_on,False,,,,,,,,,08/27/2023 10:35:55,,WiFi,,,Xiaomi Mi 11,,False,,,
3G,,,,,,4476994635835,Oppo F21,,,08/10/2023 23:42:33,,,,,,,False,SIM switch,854588d2-2eec-43e5-9e16-4daaea46c8da,,,True,,,,,,,,,,,,"-34.2499,-116.3587",,
,,,,,False,,,3938387981954,,,,,Android 11,,,location_change,True,,,,f6b94f39-b99b-4988-b751-244c593d42cb,,,,4G,03/17/2023 17:43:46,"75.2769,-81.3096",,,,,Realme GT,,,,
,iOS 16,,,,,7256896237626,,,,,,,,,,,False,SIM switch,6aa76d8e-1493-4129-a7c9-3aab19da2a3d,,,,,,4G,27/10/2023 17:31:58,,,,,,Realme GT,False,,,
4G,,,,"-79.2518,-8.3132",True,,,4074677340184,,,location_change,Android 12,,,,,False,,,,,,54275ea0-3f4a-46f0-b3e3-f841453ac725,,,,,,,,,iPhone 13,,,1697556518,
,Android 12,,,"-8.7232,16.5578",,,,7618658018175,,,,,,,,,False,location_change,,,,,01067127-6156-4b71-a836-2c81f0a91eb6,,,,,2G,,False,,,,,,2023-09-11 17:17:50
,,,WiFi,"-46.6359,177.6099",False,,,,9992848380185,,,,iOS 16,,3be7b3c8-5e86-4398-8092-3545c58a53e0,location_change,False,,,iPhone 14,,,,,,06/11/2023 20:19:21,,,,,,,,,,
,,,,,,,,,,,,,Android 12,,,,False,,,Samsung Galaxy S22,,True,e033923d-f5a0-4e58-8a56-2c9e48a44a62,SIM switch,,,,3G,6741370370965,,,,,"26.3698,51.8064",,1683172058
,,,,"-27.3663,35.5278",,,,,,,,Android 13,,,c6fdab30-8b3d-4a59-81e6-16bf336985b7,,False,,,,,,,location_change,4G,,,,4075019050306,,,Pixel 7,True,,07/16/2023 20:49:15,
,,,,,False,,,,,,location_change,,,,,,False,,,iPhone 13,6e41484e-d366-4f40-81ef-78be2589aca7,,,,2G,,"14.3846,-76.1924",,7759270263564,,,,,,,1702942949
,,,5G,"81.8680,-111.1889",,1178787210252,,,,,,,iOS 15,,,power_on,False,,,iPhone 14,b4c22a5c-d7dc-40bf-a122-84e8c9e502e9,,,,,,,,,,,,5,,,06/28/2023 05:45:58
,Android 13,,,"-9.2210,158.1185",False,,,4401174481952,,,,,,,,,True,,,,e3174db9-e301-4557-876a-bcb94612b2ab,,,SIM switch,2G,,,,,,Vivo V25,,,,21/10/2023 20:16:03,
,,iOS 15,5G,,,,Vivo V25,6614086910057,,,,,,,,,False,power_on,302a73b2-df18-44e2-b0b9-66121a28c556,,,,,,,,,,,,,,True,"19.3984,-60.6675",1679328007,
,,,5G,,,1835789919177,Pixel 7,,,,,iOS 16,,,,location_change,False,,bf913802-9d77-48b8-8701-d719abeea5b0,,,,,,,,,,,False,,,,"19.8285,-72.4530",30/10/2023 12:39:56,
2G,,,,,,,,,8145971495908,,,iOS 15,,,,app_launch,False,,a5452eea-04f9-41ac-858c-e4d6b440017f,Vivo V25,,,,,,,,,,,,,True,"-26.6251,113.8437",,1682352060
5G,,Android 11,,"-4.0020,120.0955",False,,OnePlus 10,7106657674519,,1696628671,,,,,,,False,,,,ca62f84a-30c4-4e36-a6ca-fff92ce4d3cf,,,location_change,,,,,,,,,,,,
5G,,,,,,,,,,2023-05-06 02:53:01,,Android 11,,,,location_change,False,,,,0026f98a-9705-494b-8ea5-c53f47a0c2b9,False,,,,,,,7181687381533,,iPhone 13,,,,,
,Android 11,,4G,,,,,,,,,,,,,app_launch,False,,,Pixel 6,c1815ebf-061d-4e02-bd15-1b791e37d9cd,False,,,,,"31.7179,66.9091",,7644367016078,,,,,,17/11/2023 12:11:13,
,Android 11,,2G,,,,,6275838386791,,07/10/2023 00:23:24,,,,"-83.9772,34.8479",,,False,power_on,,,,False,cd0a7e85-0fd0-4f14-ba30-12167af53c15,,,,,,,,,,,,,
4G,,,,,,,Vivo V25,,,,,,Android 11,,,power_on,False,,,,,,5fc7f010-f575-454c-b977-650d4f7f8b07,,,2023-10-24T01:49:48.000Z,,,4881478826278,,,,False,"-4.2260,-69.7579",,
,Android 12,,,,,,,,,13/12/2023 14:16:48,,,,,,app_launch,False,,,Vivo V25,29226550-67ce-4ecb-9fcf-5c5dfada93b6,,,,5G,,"86.5435,-69.3488",,6631130885483,,,,False,,,
,,,,,,,,,,,,Android 11,,,,,False,,,OnePlus 10,7ffa34b0-b25b-4f60-b9a1-267be297b223,,,app_launch,,,,WiFi,3320781392855,True,,,,"81.0990,100.5880",,03/15/2023 15:18:45
WiFi,,,,,,7679349349935,,,,,,,Android 12,,,app_launch,False,,6429c918-f173-46cf-8722-fbee5ab5a016,,,,,,,,,,,,,,True,,,1689178077
,,,3G,,False,,,,,,,Android 11,,,,,False,,,,,,4a3fe3ab-de29-4e39-97a4-907fd471f812,SIM switch,,,"73.7618,15.0367",,7617848213500,,,Pixel 6,,,03/17/2023 02:51:21,
,,,2G,"-82.5723,-43.1939",,,,,,,,,Android 11,,,SIM switch,False,,9c1c31ed-4a4d-4290-805a-3bf3ffae0e86,Xiaomi Mi 11,,True,,,,,,,1257623501917,,,,,,,2023-11-09 00:41:04
3G,,,,,,,,8514058740983,,,location_change,iOS 16,,,,,False,,7ae47e61-b804-4f15-aa83-5f28e25fa84b,,,,,,,,"1.5798,59.9559",,,False,,Pixel 7,,,2023-06-18 16:12:27,
4G,,,,,True,4939254365998,,,,,,,iOS 16,,,location_change,False,,,,5aa07728-6167-4a9a-b17c-62b204203ee0,,,,,2023-12-13 23:00:37,"20.9988,-104.8689",,,,Pixel 6,,,,,
,,,3G,,,,,7091140800322,,,location_change,,,,,,False,,2aa77b3a-43a8-4092-8fbf-83b6ac3968a6,OnePlus 10,,,,,,,"-5.1954,36.2858",,,,,,False,,,2023-01-24T19:24:04.000Z
,,,,,,,Samsung Galaxy S22,,,01/14/2023 04:43:01,,Android 13,,,,,False,,,,,False,a1d8f874-82fd-45ef-9257-f096d4051e22,location_change,2G,,"-41.2693,111.7163",,4696471599510,,,,,,,
4G,,,,,,8769351778335,,,,,,,Android 13,,,SIM switch,False,,3c180c93-5e1d-4a94-94d4-de578047a3f0,,,,,,,14/08/2023 20:27:37,,,,,,OnePlus 10,False,"67.1042,-145.7935",,
2G,,,,,,,Vivo V25,,6134171661929,2023-03-28 04:24:39,location_change,,iOS 16,,,,False,,,,b6c95383-a098-43f1-bdf5-9fbc216b6f80,,,,,,"5.7376,-125.2663",,,,,,True,,,
,,,,,,,,,,,,,Android 13,,,,False,,,,66bbaac0-fa66-465e-b929-7e01ceb42a2a,,,app_launch,,,"-44.1261,149.3431",2G,7139763362319,False,Samsung Galaxy S22,,,,15/07/2023 19:11:43,
3G,,iOS 16,,"57.6640,-151.5135",True,,,,,04/03/2023 05:27:02,,,,,,power_on,False,,,,e62ab6e3-7023-424b-ac44-79a570631be9,,,,,,,,9697469804435,,,,,,,
,iOS 16,,4G,,True,,Vivo V25,,4806513878355,,location_change,,,"89.1076,-146.9598",,,False,,c6791b71-f37d-467f-9a1d-6e49b4be7acf,,,,,,,23/01/2023 23:18:04,,,,,,,,,,
,,,,,,,,,,,,,Android 13,"-3.9277,32.4643",,app_launch,False,,450b38ce-3056-4159-bdc8-d837ab38c273,Vivo V25,,,,,,2023-07-06 08:45:46,,,4443596621936,True,,,,,,
,,,,,True,,,9708817854221,,,,,Android 13,,42870f39-5afe-4485-bf09-3e92f48481f6,,False,,,,,,,,2G,07/15/2023 06:06:43,"76.9007,-131.0018",,,,iPhone 14,,,,,
,,,,"52.7679,-139.3299",True,,OnePlus 10,,8041904426089,,SIM switch,,,,fd2efdf7-c499-46ec-a864-2d430dc0a96e,,False,,,,,,,,2G,,,,,,,,,,2023-07-04T15:41:44.000Z,
3G,,,,,,,,,,,,iOS 16,,,,,False,,,iPhone 13,87558dde-e15b-464a-8235-8d23b0671118,,,power_on,,,,,8986278819796,False,,,,,2023-06-12T12:53:31.000Z,
,,Android 12,,,,,,,7278657547488,08/31/2023 22:46:43,,,,,,app_launch,False,,,,39b942d3-76a7-4116-9e17-2c4b9ac00b74,True,,,,,"-32.8251,124.0132",,,,,Pixel 6,,,,
,,,5G,"58.0742,131.4657",False,,,,6851692746940,,,Android 12,,,ff78dd66-508f-4a8c-b5c5-40831277e64e,,False,SIM switch,,,,,,,,25/03/2023 20:37:09,,,,,,Realme GT,,,,
5G,,,,,,,,,2049005469531,,,iOS 15,,,,,False,,,,fbd4fdb1-4dfe-4b7a-bb04-06e93a1a05a6,,,location_change,,12/12/2023 18:55:00,"58.6955,73.3050",,,,,Vivo V25,False,,,
,,Android 11,,,,,,,5207380976044,10/12/2023 00:23:17,,,,,,,False,,78871569-6e1e-4f42-acfe-7f94bd9b4b40,,,,,power_on,,,"-64.7758,-114.8441",2G,,,,Samsung Galaxy S22,True,,,
,iOS 16,,,"-17.1514,-53.0512",,,Realme GT,,,,,,,,,,False,,,,,,a9340f1a-d105-4fa7-9360-ff8a9bc3dc25,,,,,WiFi,3805660253781,,,,True,,,1683146458
,,,2G,"-33.1298,29.1641",,,,,5419822233123,,,Android 11,,,,,False,,,,42cae222-33a8-4f0f-a221-e6c3a23b5eb9,,,location_change,,,,,,,Pixel 7,,True,,,1691440946
,,,,"8.5399,178.3684",,,,,6154325151314,,,,Android 13,,,,False,,d1f8e312-95fd-48ad-9dc5-abebd2ba9f19,Pixel 7,,,,SIM switch,,2023-11-09T13:25:40.000Z,,3G,,False,,,,,,
,,,,"88.4089,-93.8369",,8700187198358,,,,,,,Android 12,,,,False,,,Pixel 6,96035a31-51d2-460b-bd5d-79ad16c2904e,False,,,,,,,,,,,,,,2023-07-15 00:59:35
,,,,,,,,,8727266784385,,,,Android 12,"-1.3914,53.2635",87e3135c-7036-4a6f-a016-24a894e401d2,,False,,,,,,,power_on,,,,3G,,False,,,,,2023-05-11 17:02:48,
,,,,,,3767943391898,,,,05/07/2023 15:21:45,app_launch,,,,,,False,,,,,,c06238d7-3280-4f68-b8e1-fe8867eda947,,4G,,"-43.2735,137.5637",,,,Pixel 7,,False,,,
,,Android 11,5G,"89.0748,20.0510",,2810049055580,,,,,,,,,ac2eaac2-9d64-4c55-8f2e-c0dae6bae724,,False,,,,,,,app_launch,,11/23/2023 00:12:22,,,,,,iPhone 14,True,,,
4G,,,,,,,,5383767749804,,,,,,,,,False,app_launch,,Pixel 7,0cc87d9d-fe4b-4dae-86df-74e55e23b982,True,,,,,"-65.7166,-156.4355",,,,,,,,,12/15/2023 12:47:44
,,,3G,,False,,Xiaomi Mi 11,9328610347736,,,,,iOS 16,,,app_launch,False,,,,,,,,,,,,,,,,,"-43.1893,83.8483",,06/30/2023 22:27:05
,,,,,,,,,2297827266023,1681868433,,,Android 12,,,,False,app_launch,3fa34d4a-59e2-416e-991a-987fdc206811,Xiaomi Mi 11,,True,,,WiFi,,,,,,,,,"83.2009,-48.7764",,
,,,4G,,,,,,,,,iOS 15,,,e94995b9-1d2c-4f35-85a3-c2e750b2a046,SIM switch,False,,,,,,,,,,,,5182124939871,True,,Samsung Galaxy S22,,"79.3171,166.2120",2023-07-23 23:42:39,
5G,,,,,,1863891554756,,,,,,,Android 13,"-52.8892,15.2808",,,False,power_on,,Vivo V25,,,,,,,,,,False,,,,,09/04/2023 15:59:57,
2G,,,,,,5862467598962,Xiaomi Mi 11,,,1681412889,,Android 12,,,,,False,power_on,,,,,9b06d271-4b59-400f-a95b-20d4400c1222,,,,"-39.8300,113.6560",,,,,,False,,,
,,Android 11,5G,,,,Pixel 7,,,,app_launch,,,,,,False,,88b615d0-3820-43a5-90ce-508a465757a9,,,,,,,2023-02-05 05:36:42,,,5124637123945,False,,,,"-58.8034,39.4270",,
,,iOS 16,4G,,,,,,5537292284672,,,,,"87.0531,57.6702",a5daff10-7995-4076-9d43-d559b605c61a,,False,SIM switch,,Realme GT,,,,,,,,,,,,,False,,07/23/2023 02:47:55,
,,,2G,,,3822381102811,,,,,app_launch,,,,,,False,,,,,,,,,1694326393,,,,,Pixel 6,,True,"9.0918,-135.7830",,
WiFi,,,,,,,,2022722688823,,,power_on,,Android 13,,,,False,,,iPhone 13,,,77d73004-8632-4f0f-b6d8-7d71c747a5c6,,,18/03/2023 12:19:12,"42.3169,-170.3235",,,True,,,,,,
,,,WiFi,,False,5588349629736,,,,,,iOS 16,,,,,False,,,,,,70b5465a-71cf-462a-aa2e-7f8d97ffb39f,power_on,,2023-03-06T08:30:21.000Z,"-29.4406,143.0194",,,,iPhone 14,,,,,
,,Android 13,,,,,,,,,,,,"-40.9436,31.1184",,,False,,,,a0fb8c92-950f-436e-bb7d-d138ec49471f,False,,SIM switch,3G,2023-06-15T13:30:46.000Z,,,1811536941791,,,OnePlus 10,,,,
,,,,,,5689222503559,,,,,,Android 13,,,,,False,SIM switch,,,,,439ae991-c984-4f20-96ed-9fee3dd553d6,,,2023-02-17T03:43:21.000Z,"-75.9847,147.0718",3G,,,,iPhone 14,False,,,
,,,,"87.4806,-159.3479",,7519433543384,,,,,,Android 13,,,98e4d798-dc94-43b0-8f53-0e7a7e03e7a9,,False,power_on,,,,,,,,,,4G,,True,,Samsung Galaxy S22,,,1694758724,
,,,,,,,,5043376937145,,,location_change,Android 13,,"-56.9105,119.1360",,,True,,,OnePlus 10,,,,,4G,1691133357,,,,False,,,,,,
,Android 11,,WiFi,,,,,7944501554242,,,,,,,,app_launch,False,,,Pixel 7,8ae55985-c846-4c80-a7bd-4610179b1a57,False,,,,,"87.0929,12.4709",,,,,,,,28/07/2023 03:26:31,
,,,5G,,True,3940967706161,,,,,power_on,,iOS 16,,,,False,,,,be165565-70aa-4912-b1e8-97e9f0ac6723,,,,,2023-08-28T02:50:42.000Z,,,,,,,,"-52.6090,-151.3594",,
,,,,"-0.4476,33.5500",,,,,,2023-07-03 02:27:52,app_launch,,Android 11,,,,False,,9005649a-78f8-424e-8d1f-452cb45f8981,,,False,,,,,,3G,9934218747050,,Vivo V25,,,,,
,,,WiFi,,,,,,,,,,,"73.2213,135.8608",537ecde3-9af5-4b02-860d-4c0023230e49,,False,,,,,False,,SIM switch,,,,,6102042886412,,Samsung Galaxy S22,,,,,04/07/2023 23:12:40
,,,,"-30.3020,151.0453",,3402023909717,,,,,,,Android 11,,,location_change,False,,,,,True,28a900d2-a957-4079-8c62-b9ff55f88c8f,,,01/01/2023 09:01:44,,2G,,,,iPhone 13,,,,
4G,,,,,,,,,4506934154125,,,,iOS 16,,,power_on,True,,1244e764-380b-4f6e-9088-d3b701174320,Pixel 6,,,,,,,,,,,,,True,"28.1674,-54.2603",1678956721,
,,,5G,,,,,,2417806275588,1678100507,,Android 12,,"89.3030,111.4101",,app_launch,False,,,,19667e77-fe43-4c0a-935c-102e807e6e6a,,,,,,,,,True,Pixel 7,,,,,
,,iOS 15,,,False,8097843891107,,,,,,,,,88035898-efb3-4281-a072-e323a940aa3b,SIM switch,False,,,,,,,,,,,3G,,,,Pixel 6,,"-87.4719,-140.9886",,2023-04-25T07:17:01.000Z
,,,,"-15.1713,-2.6313",True,,,9781306767180,,,app_launch,Android 12,,,,,False,,bafac5aa-1b09-4bf3-bb91-e3fa09681f42,,,,,,4G,,,,,,OnePlus 10,,,,2023-03-17T10:06:06.000Z,
WiFi,,iOS 16,,"30.7784,-55.7416",,,iPhone 14,3675522612844,,,,,,,,,False,,848bf4e4-5f25-4732-874c-ee964da97bf5,,,True,,SIM switch,,1682961159,,,,,,,,,,
,,,,,True,,,,4267673824290,1673628684,,,iOS 15,,,,False,power_on,4b6e5119-4719-43ee-9bab-ce5717da0e94,,,,,,5G,,"-60.6681,135.6311",,,,,iPhone 14,,,,
4G,iOS 16,,,"61.8488,-101.4003",,,Pixel 7,,6596844040864,,,,,,,,False,SIM switch,,,7e7e9e06-4ec3-4155-a40d-4cf1bf97f8c5,,,,,,,,,,,,False,,,03/06/2023 21:37:46
,,,,"47.8580,-76.4174",,6090812573210,Oppo F21,,,,,Android 13,,,a0e2c62f-c8e8-4e99-8a92-b4d028fa4fb9,,False,,,,,,,location_change,2G,,,,,,,,False,,31/08/2023 15:54:51,
,Android 11,,,,,,,,,,,,,,,,False,,e75b6f58-f611-45b2-8c85-f4fc14270645,Pixel 7,,,,app_launch,3G,,,,9466456924696,,,,False,"61.8312,-89.7939",,1683674396
2G,,,,"-46.1733,-179.0344",True,,,6996219374361,,,,,Android 11,,,,False,location_change,e60f0ecc-31bc-499c-b5c0-af790e6c5e81,,,,,,,,,,,,,OnePlus 10,,,,1697015524
2G,,iOS 16,,"-59.1995,-168.2091",,,,,4543050243642,,,,,,,app_launch,False,,,Realme GT,,,,,,,,,,,,,True,,,03/05/2023 02:06:58
,,,,"21.9691,125.0198",,,Xiaomi Mi 11,,7777661688574,,,,Android 12,,46049b3e-086e-4841-920f-60d6490a4d2a,,False,app_launch,,,,True,,,WiFi,,,,,,,,,,,29/08/2023 14:15:49
,Android 13,,,,,,,8563225837809,,,,,,"-23.2969,31.8082",,,False,app_launch,,,f94a3087-1aef-4916-a6cd-ebb60b01aec0,,,,,,,4G,,True,Vivo V25,,,,,2023-03-27 00:25:50
,,,,,True,6959720162978,,,,,,,Android 12,"5.2324,23.7417",60adfb07-2b49-44cd-863b-4b797d70be69,,False,,,,,,,app_launch,WiFi,15/07/2023 03:36:23,,,,,Pixel 7,,,,,
5G,,Android 13,,,True,,,,,,SIM switch,,,,,,False,,0eec79c8-a16e-454b-8f08-ed751793b4c0,,,,,,,,,,6855806571830,,iPhone 13,,,"12.9560,140.5603",05/28/2023 06:28:56,
,,,,,,,,,,2023-03-05 09:07:35,,,Android 13,"32.6976,-169.9196",,,False,,,,,True,,location_change,,,,5G,1057415900920,,,Oppo F21,,,,
,iOS 16,,,,,,,9364760328236,,,,,,"-17.8531,-1.4385",bb7700ba-cb5f-4cb6-8f60-723d28b3be65,app_launch,False,,,,,True,,,,,,WiFi,,,Vivo V25,,,,16/02/2023 16:44:51,
,,iOS 16,3G,,,,,,,,,,,"71.0503,25.8492",,,False,power_on,,Oppo F21,,,e5dfb3a5-84f8-4fc0-8c57-309d0abd681e,,,,,,3096324966085,True,,,,,,06/07/2023 15:44:54
,,,,"67.8954,31.7748",,,Realme GT,,,,,iOS 15,,,,,False,SIM switch,,,890e23da-f13e-42cb-a996-d9572e3525b2,,,,3G,2023-07-03T22:08:04.000Z,,,9875282956529,,,,False,,,
,,Android 12,,,,,,,6871137818733,,,,,,,,False,app_launch,,,a27fa8f2-45a9-430d-8886-6db1a8898d05,,,,WiFi,,,,,,iPhone 14,,False,"77.4476,-69.0575",04/10/2023 15:56:38,
2G,,,,"87.5617,-135.4388",,7393683236236,,,,,,iOS 16,,,,,False,,,,19c87bb0-14c6-4b5e-ac56-e3b258d0b613,,,location_change,,,,,,,Realme GT,,False,,,05/09/2023 21:41:43
,Android 13,,,,,4644767614842,OnePlus 10,,,,,,,"35.7538,97.9843",13c1517e-22a7-4382-8e8b-2609ea5eec8b,app_launch,False,,,,,True,,,5G,10/19/2023 21:10:13,,,,,,,,,,
,Android 12,,5G,,,,,2045863527048,,07/11/2023 13:31:53,,,,,,location_change,False,,,,f106ded8-5495-46ad-9784-e5f1474c6666,,,,,,,,,True,,Samsung Galaxy S22,,"-87.8587,-109.0998",,
,,,,,,,,,5601568113028,2023-05-25T08:46:15.000Z,,,iOS 15,,,,False,,,,,,394eb401-3a40-4cfd-90c7-16f9ba28093e,location_change,,,,,,True,,OnePlus 10,,,,
,,Android 11,WiFi,,,,iPhone 14,,,,location_change,,,,,,False,,,,,,22066893-d09f-4c92-9183-9caeeec54f48,,,,,,9359564261810,,,,True,"-71.5714,-44.5762",17/01/2023 21:52:56,
,Android 11,,,,,,,5741928013625,,,,,,,,,False,SIM switch,e3290be7-2c62-4b6f-85f5-08fae2dc568c,,,,,,,,,3G,,,Oppo F21,,True,"-11.5042,-149.8271",08/17/2023 13:48:21,
