communication_type,call_type,call_length,geo_coordinates,setup_time,call_duration,tower_location,bts_id,call_category,start_time,callee_id,tower_id,called_party,imei,a_number,terminating_number,equipment_id,cell_id,originating_number,b_number,subscriber_location,terminal_id,location,duration,cell_identity,caller_id,device_id,is_fraud,calling_party,connection_time,call_start,service_type,billable_seconds
,video_in,,,,,,,,,,CELL_949,,,6769590864459,,,,,1086099267264,,,"26.2085,-6.1764",,,,,False,,1673487876,,,39
conference,,,,,,,CELL_600,,,5390921594269,,,,,,,,,,"-16.4185,-125.1280",,,,,2163847333509,,True,,,2023-05-05 22:42:55,,3349
,,,,,,,,voice_in,,,,,,9380449384578,2796919123242,,,,,,IMEI_142979,"-22.0300,-155.6759",,CELL_532,,,False,,,2023-02-16T13:27:03.000Z,,338
,,,,,2558,"-56.2211,22.6430",,,2023-05-30 03:29:03,,,5401939615047,,,,,,,,,,,,,,IMEI_254526,False,1261723863358,,,video_out,
video_out,,,,,,"8.8757,141.6009",,,,,,9783184904524,,,,IMEI_934066,,,,,,,354,CELL_520,,,False,5541257350393,,05/10/2023 17:13:00,,
,video_in,,,07/23/2023 08:11:58,315,,,,,,,2872298732007,IMEI_708393,,,,CELL_803,3626454835731,,"84.5911,64.8131",,,,,,,True,,,,,
video_in,,935,,,,"12.0752,24.5776",,,,,,,IMEI_277610,,8554164937572,,,,,,,,,,,,False,9552198428381,,01/20/2023 01:40:34,,
,voice_out,795,,,,,,,,2804905327428,CELL_833,,,6423156369649,,IMEI_433478,,,,"0.9648,57.7028",,,,,,,False,,,2023-01-24T01:08:57.000Z,,
,,,,,,,,,,,,,,,,,CELL_275,,6407433158214,,,"16.1924,-25.6289",,,,IMEI_251995,False,5311527733268,08/14/2023 22:25:11,,conference,1977
,,,"18.4853,153.9575",,2010,,,,,7945752270620,,,IMEI_491633,,,,CELL_108,,,,,,,,,,False,4936228640521,,2023-08-17 21:04:25,video_out,
conference,,2651,"-5.1988,-99.9314",,,,CELL_718,,,,,,,,,,,,2637143414574,,,,,,,IMEI_536320,False,5813420714224,2023-09-12T01:56:32.000Z,,,
,,,,,,,,,2023-04-28T01:08:11.000Z,,,5136447006188,,,,,CELL_290,,,"68.6393,144.7084",IMEI_148571,,869,,5509482637175,,True,,,,voice_in,
,voice_in,,,,,,CELL_836,,03/12/2023 01:07:29,,,,,,1075029733785,,,7057380617711,,,IMEI_632645,"29.8988,107.2083",620,,,,False,,,,,
conference,,2203,"-19.9151,-36.4035",,,,,,,4196267278040,CELL_468,,IMEI_989444,7263721186919,,,,,,,,,,,,,False,,,06/29/2023 05:33:40,,
voice_in,,,,,,,,,,,,3450836131476,,5461357955105,,,CELL_743,,,"-79.4412,18.3556",,,574,,,IMEI_102972,False,,,1681343102,,
,,,,,,,CELL_613,,2023-01-31 20:32:25,4359833655737,,,,,,,,5838388811097,,"9.0570,-151.8022",IMEI_113267,,1158,,,,False,,,,video_out,
,,,,,,"82.9789,-82.9445",,,,,,,,,8181789859389,,CELL_732,,,,IMEI_674990,,,,,,False,3818993311495,,1675124097,video_in,1926
,,,,,3535,,,voice_out,,,,7595905678744,,,,,,,,"29.5610,-144.1434",IMEI_556717,,,CELL_520,4334945015141,,False,,,03/27/2023 05:52:01,,
,,3313,,03/13/2023 09:10:42,,,CELL_315,voice_out,,3676276389701,,,,,,IMEI_681054,,,,"80.0260,44.6654",,,,,6423789340273,,False,,,,,
,,,"-83.5759,-47.1543",,,,CELL_800,,2023-08-04 09:18:19,,,9492743112469,IMEI_541574,,,,,,,,,,,,2796355639864,,False,,,,conference,2926
video_out,,328,"62.8590,-161.2288",,,,,,16/08/2023 14:32:58,,CELL_176,,IMEI_353041,,,,,,4625674167229,,,,,,4508758325863,,False,,,,,
,,1199,,,,,CELL_680,video_in,,,,,,,,,,,3481505314049,,,"18.5146,-109.1467",,,9084619902219,IMEI_344060,False,,,2023-08-16 17:46:14,,
,,2112,,,,,,voice_in,2023-06-20T02:50:42.000Z,,,,,,6785402938747,,CELL_764,3000726872410,,"-25.6410,-27.1083",IMEI_420707,,,,,,False,,,,,
,,,"-78.6299,-143.0362",,,,,voice_in,1695885150,,CELL_148,,,3141112220500,,IMEI_442022,,,7054082230232,,,,,,,,False,,,,,2976
,,,,,120,,,,,,,,,,,IMEI_165884,,7495179775007,7488264770688,,,"-77.8263,-21.5289",,CELL_788,,,False,,06/12/2023 22:23:59,,voice_out,
,,,"29.6220,28.9663",,,,,,,,,,,,1472832797499,,,6513702177255,,,IMEI_170560,,3089,CELL_435,,,False,,,07/21/2023 20:28:59,voice_out,
,,,"52.0992,2.6496",,292,,,,1683920005,,CELL_441,8030791905242,IMEI_725111,1234483608768,,,,,,,,,,,,,False,,,,video_out,
voice_in,,,,,,"45.8391,-82.0967",,,,,,7373482797119,IMEI_821487,,,,,,,,,,,CELL_129,9174798446041,,False,,,2023-02-04T19:36:34.000Z,,3257
,,,"36.3953,-86.6390",12/14/2023 19:54:46,,,,video_in,,,CELL_586,,,,8736184216755,,,,,,,,2066,,,IMEI_887433,False,2087853942322,,,,
,video_out,,,,,"-81.9412,-83.7286",,,,6918796858998,CELL_846,,IMEI_133007,,,,,,,,,,1516,,,,True,4619604293245,12/09/2023 21:14:17,,,
,voice_out,,"56.9048,-90.2416",,,,,,2023-11-19 16:25:58,,CELL_675,,IMEI_520007,8396513173219,,,,,3141757510528,,,,3182,,,,False,,,,,
,,371,,1703952373,,,,,,,,,,,6729955156404,,,5423873691592,,"-38.1952,-43.4089",IMEI_835919,,,,,,False,,,,video_out,
conference,,,,1673373397,,"-72.7469,-58.5443",CELL_457,,,,,,,,7323034060470,,,4950430870816,,,,,3207,,,IMEI_555964,False,,,,,
,,,,03/03/2023 13:14:37,2943,,CELL_674,,,,,,,,,IMEI_592800,,,8195413497822,"-64.4888,38.8484",,,,,4248557738990,,False,,,,,
,,959,,,,,,,2023-05-09T02:43:37.000Z,6095158782527,,,,,,,CELL_140,,,,,"-68.2397,112.6464",,,,,False,9808534031052,,,video_out,
,voice_in,,,2023-07-05T22:35:41.000Z,,,CELL_556,,,8066161703199,,,IMEI_572776,,,,,9647394580504,,,,"-15.7626,-174.1405",203,,,,False,,,,,
,video_out,1325,"79.7320,61.0357",1699473331,,,CELL_480,,,1188778014682,,,IMEI_527851,,,,,6195058347586,,,,,,,,,False,,,,,
,,2443,,,,,,,,,CELL_668,,,,5445523633072,,,,,"-27.7364,-33.4620",IMEI_883584,,,,,,False,2293477960073,,2023-07-05 04:46:00,video_in,
video_out,,594,,,,,,,,,,,,8322867044720,2200970222015,IMEI_923552,CELL_580,,,,,,,,,,False,,12/07/2023 23:17:41,,,
,,,,12/04/2023 17:52:33,,,CELL_751,video_in,,,,,,,,,,,6377239498151,"-73.8570,141.8892",IMEI_577823,,,,7496423214251,,False,,,,,3250
,conference,,"16.5189,128.7997",06/20/2023 15:22:58,1237,,,,,,CELL_108,,,,3029436659534,,,,,,,,,,,IMEI_643849,False,6567189955563,,,,
,,,,,,"-70.1338,42.0839",,,2023-04-29 20:18:43,,,4165420882765,,,,IMEI_822100,CELL_958,5486648255842,,,,,,,,,False,,,,,2505
voice_out,,,"-14.4274,93.5235",,,,,,,,,,IMEI_212903,,,,,,7515876150805,,,,3416,CELL_444,,,False,8801691748755,2023-03-18 15:55:30,,,
,,,,,,,,conference,,,CELL_258,,IMEI_435238,,,,,8512317256074,2198051162957,,,"59.4998,-14.5611",,,,,False,,13/01/2023 01:02:45,,,2554
voice_out,,2326,,,,"-54.6453,-114.9932",,,1697633761,1662331407476,CELL_185,,IMEI_760519,3009031868847,,,,,,,,,,,,,False,,,,,
,,,"53.5904,82.5776",,57,,,,1683376466,,,8179301210600,,,,,,9411435534608,,,,,,,,IMEI_685173,False,,,,video_in,
,,,,,,"-63.1609,102.5010",,video_in,,9792853022468,,,,,,,,,,,IMEI_842925,,1514,CELL_359,2153849208975,,False,,,05/30/2023 08:13:36,,
,,2624,,,,"17.8775,147.8178",,video_out,2023-04-27T06:24:58.000Z,,,,,,2446451057963,,CELL_242,,,,,,,,,,False,2496217341122,,,,
voice_out,,,,,,"-36.6187,121.9023",,,07/04/2023 13:41:42,1377841207289,,,IMEI_140091,,,,CELL_907,,,,,,,,,,False,3090451809826,,,,3161
,,432,,,,,CELL_222,,2023-04-30T07:09:04.000Z,,,,,,,,,4219304966085,3728726375753,"21.2377,-118.3350",,,,,,IMEI_321777,False,,,,conference,
video_in,,,,,1691,"-71.4478,136.6702",,,,,,,IMEI_795689,,,,,,3929442450898,,,,,CELL_781,,,False,3244214609165,,2023-02-28 13:53:02,,
,,,,,781,,,,,8676509833009,,,,,,,,,,"-45.0702,-156.2918",IMEI_591577,,,CELL_826,,,False,2555471568407,1692700162,,conference,
,,,,14/02/2023 07:08:17,2132,,,,,,,,,2436742161712,1531883782852,,CELL_853,,,"-37.8530,-160.5733",IMEI_601854,,,,,,False,,,,voice_out,
,,927,,1680506337,,,,video_in,,,,,,,1308120881858,IMEI_402443,CELL_587,,,,,,,,6321095203604,,False,,,,,
,,,"39.4733,-126.0731",2023-08-03T23:37:09.000Z,1360,,,,,,,,,,,,,,3602996328789,,IMEI_128928,,,,,,True,5931528798642,,,voice_out,
conference,,1753,"-14.4229,-81.7367",,,,,,,,,8557308205755,,7859362296059,,IMEI_227004,,,,,,,,CELL_587,,,False,,,1695233546,,
conference,,,"61.0497,-170.9331",,,,CELL_679,,08/06/2023 20:13:07,,,1777344749250,,,,,,,,,IMEI_588149,,1514,,8510041353131,,True,,,,,
video_out,,,,,3133,,,,,,CELL_583,,,,,IMEI_220825,,,5431547770009,"-43.3285,34.2558",,,,,,,False,9948035994434,03/08/2023 15:14:08,,,
,,,,12/11/2023 18:42:37,,"-12.2694,-32.7148",,voice_out,,,,,IMEI_695293,8950652645604,,,CELL_150,,3017794144540,,,,1890,,,,False,,,,,
,,,,07/17/2023 20:39:09,2110,,,conference,,,,,IMEI_432994,,,,CELL_471,,2206676775290,,,"-71.7164,60.1708",,,,,False,3981089006620,,,,
,conference,3274,,,,,,,,5501952147044,,,,8029432541823,,,CELL_768,,,"-70.9021,-19.9190",IMEI_821815,,,,,,False,,,01/01/2023 18:43:34,,
video_out,,,,1692364633,,,CELL_292,,,,,,IMEI_668049,,,,,,6085260563407,"50.9022,-108.5715",,,2516,,8559414087954,,False,,,,,
,video_in,2149,,,,,,,,1569658835440,,,,,,,,3056493851399,,"-39.7014,-79.0811",IMEI_687423,,,,,,True,,1702391697,,,
,voice_in,1348,,,,,,,,,CELL_498,6388945029690,,,,IMEI_758619,,,,"27.8171,84.7158",,,,,5504924896573,,False,,,27/07/2023 08:15:20,,
,,393,,04/05/2023 08:01:59,,,CELL_901,,,,,,,2791561797511,5779791802190,,,,,"21.9704,59.2322",,,,,,IMEI_419847,False,,,,video_out,
,,,,,,,,,,,CELL_997,,,,2416086546495,,,4270555743429,,"37.4244,-85.3080",,,,,,IMEI_831666,False,,,1697456890,,2081
,,,,,,,,conference,,,CELL_712,,,,1780638624076,IMEI_287732,,,,,,"63.2212,-4.3979",1016,,6273574252827,,False,,,2023-10-22T22:57:40.000Z,,
,,,,,,,,,2023-08-15 15:53:12,,,5331133710210,,,,IMEI_412714,,,,"-13.7630,-164.6986",,,,CELL_348,8896661725348,,False,,,,video_out,790
video_in,,,,,3369,"-31.7540,168.8281",,,,,,,IMEI_941981,9151836988763,6470924108853,,,,,,,,,CELL_817,,,False,,,05/05/2023 15:47:17,,
,,3119,,,,,CELL_882,,,2954125751955,,,,6600813730546,,,,,,,,"-83.2442,54.7584",,,,IMEI_359235,False,,,10/03/2023 16:36:59,video_in,
conference,,,,,,,,,09/06/2023 21:35:16,6458387282145,CELL_685,,IMEI_342239,,,,,2687539793244,,,,"25.4115,-176.0740",1811,,,,False,,,,,
,voice_in,,,,,,,,1703556863,1911479160371,CELL_975,,,,,IMEI_478398,,,,"-57.1093,166.4474",,,,,,,False,1548316157576,,,,1719
,,,,,,,,,,,,,,,,,CELL_603,,3576621428881,"-27.0511,-128.9124",IMEI_475507,,,,,,False,8713932591290,,2023-10-18 23:01:59,voice_in,769
video_in,,,,,,,,,,7199484021012,,,,,,IMEI_139185,CELL_413,,,,,"60.1807,20.2899",1058,,5838238570201,,False,,,2023-11-09T17:40:49.000Z,,
,,,,,,"-23.4438,139.7627",,voice_in,01/10/2023 02:16:32,,CELL_411,7384442098490,,,,IMEI_332977,,2933808424346,,,,,2050,,,,False,,,,,
,,,,,,,,,01/30/2023 09:19:52,,,,,,2765858078762,,,4765459391836,,"38.6161,-160.1894",,,1856,CELL_636,,IMEI_218908,False,,,,video_in,
,,82,,,,,,,2023-05-05 11:08:36,6343829499396,,,IMEI_155769,,,,,,,"-14.1032,179.0780",,,,CELL_941,5984864157586,,False,,,,voice_out,
video_out,,,,,,"-22.6730,-25.8239",,,,,,2229121288551,IMEI_947962,3217813442489,,,CELL_565,,,,,,,,,,False,,2023-11-01 02:51:25,,,1221
,,,,2023-05-17 20:40:16,2948,,,,,,,,,,9399282456015,IMEI_716245,CELL_490,,,,,"27.6508,-1.6159",,,7215126930938,,False,,,,conference,
,,,,,1551,,,voice_in,,,,9135105878654,,7303194853743,,,,,,,,"25.2091,69.4624",,CELL_997,,IMEI_838063,False,,2023-07-30T12:16:59.000Z,,,
,,,,,,"42.6505,160.3986",,,2023-09-24 00:38:33,2820367844357,CELL_849,,,,,IMEI_482635,,1928428304121,,,,,846,,,,False,,,,video_in,
conference,,,,2023-07-10 05:09:18,,,CELL_303,,,,,,,,,,,4981989652279,5171492175577,"-81.0816,40.2085",,,,,,IMEI_467548,False,,,,,1148
,,,,2023-03-10 22:02:43,,,CELL_831,video_in,,,,4368680557021,,,,IMEI_699547,,,,"69.7713,-8.9929",,,,,,,True,4148869566553,,,,913
,voice_out,,"-17.4544,13.7024",,,,CELL_629,,2023-11-26 10:54:26,,,,,,6216649514005,,,,,,,,,,9996320201038,IMEI_616575,False,,,,,1219
,,,,2023-07-20 15:52:16,1752,,CELL_897,,,,,1216919780170,,,,,,6046269613032,,"-19.2190,87.9034",,,,,,IMEI_257267,False,,,,video_out,
,conference,764,,,,,,,,,,4600685508915,,,,IMEI_229831,CELL_478,4680385016699,,"0.5994,12.6259",,,,,,,False,,1676638166,,,
video_in,,,,08/21/2023 01:01:00,3202,,,,,,,9607149538145,,,,,CELL_147,,,"52.3585,-32.6202",,,,,,IMEI_497011,False,1709131004905,,,,
,voice_out,,,,2163,,,,,,,5119509496692,,,,,,,,"-17.6535,18.8191",,,,CELL_961,1700059622628,IMEI_383580,False,,04/10/2023 14:20:02,,,
,conference,,,,,,,,1700064758,9144666385602,CELL_369,,,,,,,4465688787616,,,,"63.9193,-20.8493",,,,IMEI_996184,False,,,,,487
,,923,,,,,CELL_207,video_out,,,,6279698216671,,,,,,,,"-18.0064,172.1444",,,,,,,False,1856715215118,,2023-02-01 16:08:14,,
,voice_in,,"44.0872,110.4005",,,,,,1674695368,4159138969740,,,,1207164022770,,,,,,,IMEI_121436,,,CELL_219,,,False,,,,,3321
,,,,25/04/2023 19:03:39,,,,video_out,,,,5000233971356,,,,,,5554104180011,,"82.1020,3.0305",IMEI_669751,,1625,CELL_523,,,False,,,,,
voice_in,,,,,,,CELL_206,,,,,5123355115200,IMEI_760988,,,,,,,,,"11.0250,118.1637",,,,,False,1787961669785,2023-07-17 19:58:57,,,2385
,,,,,1307,"52.9957,-18.2113",,,12/28/2023 06:11:57,,CELL_690,,IMEI_379328,,9631591071398,,,5584671738013,,,,,,,,,False,,,,voice_out,
video_out,,2561,,,,"-65.2951,-169.4791",CELL_749,,,8754710465222,,,,,,IMEI_895784,,5259884288934,,,,,,,,,False,,04/13/2023 20:12:49,,,
,,,,,584,"81.3088,124.0778",CELL_576,,,,,8423192847156,,,,,,6942606261310,,,IMEI_508348,,,,,,True,,01/30/2023 14:59:18,,video_in,
,,,,,,,CELL_777,,2023-09-24T05:21:54.000Z,,,6134037426139,IMEI_563597,,,,,,,,,"10.5701,45.5574",1506,,7688064348048,,False,,,,voice_in,
voice_in,,,,2023-12-15 16:09:10,,,,,,9798838231057,,,IMEI_924370,,,,CELL_796,,,,,"-22.5833,171.3838",,,,,False,7928427223682,,,,1969
,,,,27/12/2023 03:37:30,3038,,,voice_in,,,,9296105168154,,,,IMEI_545887,,,,"74.2257,-143.9762",,,,,3933751127231,,False,,,,,
,,,,,,,CELL_579,,2023-01-17 03:51:32,,,,IMEI_866062,2775028386880,5713268465992,,,,,,,"-87.2298,-4.4724",,,,,False,,,,video_out,40
video_out,,,,2023-04-12 15:08:14,,,CELL_477,,,8551386066753,,,,6976116353941,,,,,,"47.7680,-72.9704",,,,,,IMEI_217074,False,,,,,877
,,,"88.7299,-37.3182",,,,,conference,,,,,IMEI_515837,,,,CELL_563,,1970134604557,,,,,,6906300369761,,False,,07/28/2023 20:09:44,,,930
,,,,,2856,"-33.0672,136.0787",,conference,,,,,,,,IMEI_480726,CELL_777,,8282633838351,,,,,,,,False,7028978979110,2023-11-12 12:37:33,,,
video_in,,,,,855,,,,2023-07-08T21:55:15.000Z,,,,,,5232615941356,IMEI_904073,CELL_335,,,,,"4.0975,108.3600",,,,,False,3421940715867,,,,
voice_out,,,,,,,,,,,CELL_352,,,6539701044784,8289745327915,,,,,,IMEI_552149,"57.3007,100.6028",1069,,,,False,,2023-04-26 22:26:06,,,
,voice_in,,,,479,"45.3802,-76.1302",,,,,,3219163666786,,,,IMEI_125620,,,,,,,,CELL_909,8343708571622,,False,,2023-04-11T09:16:13.000Z,,,
video_in,,,"80.8974,176.2754",,2696,,CELL_339,,16/06/2023 12:33:04,,,,,,,IMEI_989254,,,8679385568515,,,,,,7834887066970,,False,,,,,
,,,"-81.5341,-143.1828",06/12/2023 00:34:19,3459,,CELL_677,,,,,,IMEI_917035,,,,,,2260880450024,,,,,,7048302548176,,False,,,,video_in,
,,1062,,,,,,,,,CELL_877,,,,3313781010212,IMEI_679789,,7374994479496,,"42.3628,-77.4800",,,,,,,False,,,04/09/2023 09:17:15,voice_in,
,video_out,,,07/01/2023 04:08:28,296,,,,,2829620052031,,,,,,,,,,"-1.4850,126.4462",,,,CELL_303,9550316138186,IMEI_121727,False,,,,,
,conference,1015,,2023-09-16 04:28:48,,,,,,,,,IMEI_594787,,4696948938664,,,,,,,"-39.4583,162.4672",,CELL_180,6105466422147,,False,,,,,
voice_in,,,,,,,,,,,,,IMEI_106396,,2177918708570,,,2155240404203,,"88.1479,67.7135",,,,CELL_333,,,False,,,11/09/2023 23:43:08,,1547
video_out,,,,2023-09-29 21:33:30,,,CELL_314,,,9901696814256,,,,,,IMEI_928019,,,,,,"39.9626,132.1990",1650,,,,False,7842370678010,,,,
,video_out,,,,3358,,CELL_892,,,8235753400867,,,,,,,,,,,,"-80.1177,-76.2769",,,,IMEI_700995,False,3336870628056,,1686657450,,
video_in,,,"23.1638,-85.8574",,,,,,,,,,,,9546432273598,IMEI_864557,CELL_160,,,,,,1518,,9264006957619,,False,,,03/01/2023 22:31:39,,
,video_out,505,,,,,CELL_385,,2023-07-13T00:55:56.000Z,,,7815467002447,,2777570743898,,,,,,,,,,,,IMEI_853063,False,,,,,
,conference,,,,,,CELL_860,,,,,,,1344973663704,,,,,9934048065421,,,"-88.9903,-168.6940",2189,,,,False,,22/05/2023 08:12:56,,,
,,,,,1445,,,conference,,,,,,3942888050204,2686717978665,,,,,,,,,CELL_620,,,False,,2023-03-18T02:49:01.000Z,,,
,,,,,,,CELL_189,,,,,7038567809835,,,,,,,,,IMEI_682569,"-32.1157,42.6949",366,,,,False,8636015770555,,1696829894,video_out,
conference,,,,,123,,,,,8052006316119,CELL_173,,,,,,,,,,IMEI_252612,"-75.1529,17.2908",,,,,False,4952796522440,2023-05-14T04:46:45.000Z,,,
,video_out,,"-19.8771,77.9941",2023-05-11 14:10:31,,,,,,,CELL_411,5807608400506,,,,IMEI_788214,,,,,,,,,7610770838317,,False,,,,,252
,,,,,,,,,,,,,IMEI_233887,,,,,,3527854793660,,,"-30.6483,-108.1040",,CELL_978,2012230725335,,False,,2023-01-06 04:51:34,,,2113
,,,,2023-04-30 08:14:06,,,,voice_in,,,,8953998695231,,,,,CELL_641,,,"-76.1796,149.1686",IMEI_646500,,,,3519136660836,,False,,,,,1317
,,1721,,2023-10-16 22:43:09,,"81.7136,-121.3590",CELL_916,,,,,,,,,,,,4224605598028,,,,,,2311188177996,IMEI_169016,True,,,,voice_out,
,,2379,,,,,,,,,,,IMEI_904930,,,,,5460260782862,4096291991751,,,"-82.9187,36.1421",,CELL_162,,,False,,18/04/2023 14:33:06,,voice_out,
,,,"-0.6741,-3.9308",,,,,voice_in,,1331511857680,,,,6021669895637,,,CELL_559,,,,IMEI_253647,,,,,,False,,2023-07-03 19:08:33,,,720
video_in,,,"-15.1950,2.2843",15/01/2023 06:09:17,1477,,,,,,,5413411282541,,,,IMEI_263689,,7571046627999,,,,,,CELL_267,,,False,,,,,
,,2777,,,,,,conference,,,,,,,,,,,9675617566704,,IMEI_410388,"-20.4301,-54.9192",,CELL_360,,,False,7227380360955,,16/05/2023 21:56:14,,
,,2257,"-71.8860,-152.7187",,,,CELL_454,,1685414664,,,,IMEI_756513,,,,,,1320971275042,,,,,,6743832296460,,False,,,,conference,
,conference,,"-15.0241,-24.8921",,1779,,,,,,,,,,,IMEI_454728,,,7730484720924,,,,,CELL_644,1593242902961,,False,,,1673555840,,
,,,"89.3216,51.9125",,,,CELL_834,video_in,,,,,IMEI_552321,,1041037566841,,,7051957189041,,,,,1179,,,,False,,26/08/2023 02:49:35,,,
,,,"23.6576,123.7492",1677930382,861,,,voice_in,,,,,,,,,,,3389753911077,,IMEI_710263,,,CELL_160,4884574393631,,False,,,,,
,video_out,,"-31.9075,118.3409",,,,,,,,,,IMEI_931366,,,,,,6754227316870,,,,845,CELL_479,6003676864876,,False,,2023-11-18 20:12:00,,,
video_out,,,,12/08/2023 22:32:07,2070,"-48.3940,35.3327",,,,,CELL_335,,IMEI_259790,7158793603469,,,,,4683517148710,,,,,,,,False,,,,,
,,,,,2844,,,conference,2023-08-30 08:49:43,,CELL_663,,,,9515168275583,,,7171567817572,,,,,,,,IMEI_701054,False,,,,,
,,,,,1758,,,,,,,,,,,,,7541108226662,5200742813648,"15.2260,-24.0179",IMEI_781721,,,,,,False,,,05/09/2023 14:36:15,video_out,
,,,,,,,,conference,,,,9625519467356,,,,,,,,"-23.2211,139.3435",,,,CELL_734,2975645718546,IMEI_329282,False,,,1694143449,,1869
,,,"-41.4557,-99.4216",,,,,voice_out,,,,,,7412768835437,9243175683898,,CELL_836,,,,IMEI_964907,,,,,,False,,,1679514151,,2245
voice_in,,,,,,"-0.6261,94.5516",CELL_619,,,,,6139543588860,,1804361849993,,,,,,,IMEI_577174,,1360,,,,False,,,04/07/2023 01:01:16,,
voice_in,,,,03/14/2023 17:57:56,3000,"65.8615,-51.1109",,,,,,2162540981290,,,,,,,,,,,,,,IMEI_966534,False,4519487644480,,,,
,video_out,,,1685978558,,,CELL_421,,,,,,IMEI_735598,,,,,3378714640245,4507747696075,,,"-69.7173,-123.8881",2226,,,,False,,,,,
,,,,,1897,,,conference,,,,,IMEI_423838,,,,,,2184471944700,,,"59.6753,-138.0374",,CELL_247,,,False,6719292416504,,11/02/2023 00:25:09,,
voice_out,,,"-37.0405,172.5714",,,,,,,,,4107070241725,,4543858245225,,IMEI_456655,CELL_813,,,,,,953,,,,False,,,2023-11-18 07:35:16,,
voice_out,,,,,,,,,,,CELL_113,,,,,,,,5982006179150,"64.9554,-166.7756",,,,,,IMEI_513141,False,6373001385562,,08/17/2023 10:44:16,,392
,,,"-71.9994,-5.4151",,3539,,CELL_491,voice_in,,,,,IMEI_808293,6356338748987,6427405943886,,,,,,,,,,,,False,,,25/10/2023 19:04:24,,
video_in,,,"71.1334,-165.2311",,,,CELL_229,,2023-01-03 18:47:13,,,,IMEI_404904,,5866648877951,,,5253020327459,,,,,175,,,,False,,,,,
video_in,,,"-45.4537,-172.2171",23/01/2023 03:19:49,,,,,,,,,,,1262105133819,,CELL_239,,,,IMEI_648441,,,,,,False,2235574193722,,,,1658
voice_in,,,,,,"49.2304,149.2470",,,,8049396596852,,,,,,IMEI_678777,,,,,,,,CELL_906,,,False,3950410744950,,2023-03-01 13:06:42,,2072
,video_in,,,,,,,,,,,7384494928031,,6059429352165,,,CELL_675,,,,,"-78.7350,-36.6774",736,,,IMEI_350662,False,,1680062598,,,
conference,,,,,,,,,,6235573426891,CELL_513,,,,,IMEI_152765,,,,,,,367,,,,False,2179362841883,,05/06/2023 12:59:18,,
,,,,,,"35.4323,-43.6370",,,,,,,,,,,CELL_728,3949311094236,9290512072478,,IMEI_353617,,342,,,,False,,1672779047,,conference,
,,950,,25/08/2023 01:04:18,,"-30.5694,-24.1459",,,,3275143301287,,,,9559809562147,,IMEI_746652,,,,,,,,CELL_999,,,False,,,,conference,
,,,,,,,,,08/11/2023 20:51:41,,,2420631272759,IMEI_481001,,,,,,,,,"-79.2095,13.9555",1156,,,,False,5529468187900,,,video_in,
,,2273,,,,,,video_in,12/06/2023 10:21:06,,CELL_100,4540735835760,IMEI_720019,,,,,4338138031990,,,,"-3.1490,-134.4356",,,,,False,,,,,
,,,,,3107,,,video_in,,1190190495273,CELL_716,,,3003076734947,,IMEI_424857,,,,"-30.9836,145.3208",,,,,,,False,,,1693276056,,
,conference,,,,,,,,,5887406938383,,,,7331677718347,,IMEI_192787,,,,"17.1421,-0.6126",,,,,,,False,,,1674882753,,3566
conference,,,"-39.8665,-154.2680",,,,,,,,,1561048396050,IMEI_698837,,,,,,,,,,1749,CELL_780,1087879601485,,False,,2023-06-06T12:59:13.000Z,,,
,,,"-68.8862,-163.6230",,1420,,CELL_951,,,,,,IMEI_585560,1807474177460,6010602193617,,,,,,,,,,,,False,,2023-12-20T14:16:18.000Z,,video_out,
,conference,,,,,,,,,3195136709706,,,,,,,CELL_749,9900715761067,,"38.9424,99.5331",,,,,,IMEI_209329,False,,,2023-04-30 14:50:50,,2225
,voice_out,2934,,,,"16.4816,125.7161",,,,3614585706271,,,,7152163365404,,IMEI_991546,,,,,,,,CELL_814,,,False,,08/14/2023 00:29:27,,,
,,,,,,,,,,,CELL_469,8789897990457,,,,,,,,,,"8.9652,-22.5540",,,,IMEI_454217,False,8873496838556,1699149112,,voice_in,1099
,,2750,"-7.8559,-53.6509",,,,CELL_654,,,,,,,,9843350693484,,,,,,IMEI_477083,,,,8280074955864,,True,,,2023-12-01 02:53:38,,
,,,,,,,,,,,CELL_915,,,1415166042989,,IMEI_950420,,,9115512041364,,,"-7.5880,111.1070",1606,,,,False,,2023-08-22 12:48:40,,video_in,
voice_out,,,,,2040,,,,2023-12-13 19:18:48,,,,,,,IMEI_217563,,,1701008247430,"-43.6558,-136.7940",,,,CELL_566,1652029927002,,False,,,,,
,voice_in,,"-70.8538,-102.3609",,,,CELL_999,,,4026280991320,,,IMEI_627758,3146571812820,,,,,,,,,971,,,,False,,,05/01/2023 08:57:50,,
,,,"-40.0818,-59.9354",,1775,,,video_in,2023-06-05T11:15:11.000Z,,CELL_294,,,,7079531241209,,,,,,,,,,,IMEI_316420,False,6532911633971,,,,
,,1977,,,,,,,,,CELL_313,,,1435003617435,1984930225099,,,,,,,"-15.3025,-4.8445",,,,IMEI_454034,False,,,09/12/2023 14:57:05,video_out,
,video_out,,,,3032,,,,08/02/2023 05:54:17,,CELL_317,7873093524342,,,,,,,,,,"75.9593,148.3025",,,,IMEI_112101,False,8001364367273,,,,
video_out,,,,,2888,"-63.4293,46.6409",,,,,,2658303443999,,,,IMEI_415606,CELL_380,,,,,,,,,,False,5757738050857,,2023-10-21T09:41:39.000Z,,
